Code article	Article	Code catégorie article	Prix de base	Stat 1	Stat 2	Stat 3	Stat 4	Stat 5
BMS084	Cocktail aux fruits tropicaux	BMSOL	0.0000000000000					
BMS085	Tranches de mangue déshydrat.	BMSOL	0.0000000000000					
DIS016	Samsung Galaxy S7	DISTR	0.0000000000000					
SER008	Sous-traitance Watch ass. écr.	SERVI	0.0000000000000					
RAW009	Feuille d'aluminium	RAWMA	0.0000000000000					
MPM001	Apple Watch Sport	FINIV	700.0000000000000	Informatique				
COM009	Apple Watch - batterie	COMPO	2.0000000000000					
COM010	Apple Watch - protection écran	COMPO	0.0000000000000	Informatique	Composants	Tous		
COM011	Apple Watch - écran OLED flex.	COMPO	0.0000000000000					
COM012	Apple Watch - bracelet sport	COMPO	0.0000000000000					
CRISTALSAPHIR		RAWMA	0.0000000000000					
TOUCHSCREENCTRL		RAWMA	0.0000000000000					
INTERFCONNECT		RAWMA	0.0000000000000					
DIGITALCROWN		COMPO	0.0000000000000					
REARBOX		SFINI	0.0000000000000					
CERAMICCOVER		COMPO	0.0000000000000					
INFRAREDLED		RAWMA	0.0000000000000					
AWBATTERY		COMPO	2.0000000000000					
AWSPORTBAND		COMPO	0.0000000000000					
SB_PLAINPAPER		BMSOL	0.0000000000000					
CONTAINER_CLEAR		BMSOL	0.0000000000000					
CHAITEA		BMSOL	0.0000000000000					
GREENTEA		BMSOL	0.0000000000000					
TABLE		BMSOL	0.0000000000000					
ALUM_RACK		BMSOL	0.0000000000000					
FT_TABLE		BMSOL	0.0000000000000					
ROUNDS		BMSOL	0.0000000000000					
COM013	Apple Watch - boîtier céramiq.	COMPO	0.0000000000000					
RAW010	Verre de montre saphir	RAWMA	0.0000000000000					
COM014	Apple Watch - couronne digit.	COMPO	0.0000000000000					
RAW011	Capteur à LED infrarouge	RAWMA	0.0000000000000					
RAW012	Connecteur d'interface	RAWMA	0.0000000000000					
RAW013	Pilote d'écran tactile	RAWMA	0.0000000000000					
SFI018	Apple Watch - boitier arrière	SFINI	0.0000000000000					
SUB004	Ecran tactile Retina pr iWatch	SUBCO	0.0000000000000					
COM015	Apple Watch - Taptic Engine	COMPO	0.0000000000000					
COM016	Apple Watch - mémoire DRAM	COMPO	0.0000000000000					
SFI019	Apple Watch Sport - carte mère	SFINI	0.0000000000000					
DIS015	Processeur S1 Apple Watch	DISTR	0.0000000000000					
SFI020	Boitier argent en aluminium	SFINI	0.0000000000000					
SUB005	Mécanisme en aluminium argenté	SUBCO	0.0000000000000					
BMS068	Rack en aluminium	BMSOL	0.0000000000000					
BMS072	Thé Chai	BMSOL	0.0000000000000					
AWSLOWXCOVERGLASS		COMPO	0.0000000000000	Informatique	Composants	Tous		
AWSOLEDDISPLAY		COMPO	0.0000000000000					
PAINT	Peinture	SFINI	0.0000000000000					
BMS069	Tranches d'abricot	BMSOL	0.0000000000000					
WATCHBOX	Boitier de montre	DISTR	0.0000000000000					
SER007	Sous-traitance Watch	SERVI	0.0000000000000					
BMS070	Tranches de bananes déshydrat.	BMSOL	0.0000000000000					
BMS073	Noix de coco râpée déshydratée	BMSOL	0.0000000000000					
BMS074	Sac en plastique transparent	BMSOL	0.0000000000000					
BMS075	Table supérieure plate	BMSOL	0.0000000000000					
BMS076	Thé vert	BMSOL	0.0000000000000					
RAW014	Produit de nettoyage	RAWMA	0.0000000000000					
SFI050	Cadre vélo enfant	SFINV	88.9100000000000					
FIN020	Vélo enfant	FINIV	400.6400000000000					
BMS088	Plaque d'identification	BMSOV	12.0000000000000					
BMS086	Plaque Londres-Brighton	BMSOL	12.0000000000000	Cycle	Pièces détachées	Accessoires Vélo		
BMS087	Plaque Tour de France	BMSOL	0.0000000000000	Cycle	Pièces détachées	Accessoires Vélo		
FIN024		FINIS	0.0000000000000					
COM101		COMOM	0.0000000000000					
COM100		COMOM	0.0000000000000					
COM102		COMOM	0.0000000000000					
COM103		COMOM	0.0000000000000					
COM104		COMOM	0.0000000000000					
COM105		COMOM	0.0000000000000					
COM106		COMOM	0.0000000000000					
COM107		COMOM	0.0000000000000					
COM108		COMOM	0.0000000000000					
COM109		COMOM	0.0000000000000					
RAW015		RAWMA	0.0000000000000					
RAW022		RAWMA	0.0000000000000					
RAW023		RAWMA	0.0000000000000					
RAW024		RAWMA	0.0000000000000					
COM110		COMOM	0.0000000000000					
COM917	Poignée de chariot, bleue	COMPO	2.9500000000000	Jouet	Composant	Poignée		
COM916	Poignée de chariot, rouge	COMPO	2.9500000000000	Jouet	Composant	Poignée		
COM918	Poignée de chariot, jaune	COMPO	2.9500000000000	Jouet	Composant	Poignée		
SFI024	Systéme de transfert	SFINI	0.0000000000000					
RMP006	Boitier	RMPBO	0.0000000000000					
PHA002	Chaine énergétique	PHANT						
RMP007	Clavier	RMPBO	0.0000000000000					
RMP008	Circuit de contrôle N°1	RMPBO	0.0000000000000					
RMP009	Circuit de contrôle N°2	RMPBO	0.0000000000000					
RMP010	Ecran	RMPBO	0.0000000000000					
RAW026	Rails	RAWMA	0.0000000000000					
RAW027	Pieds	RAWMA	0.0000000000000					
RAW028	Renforts	RAWMA	0.0000000000000					
RAW029	Socles	RAWMA	0.0000000000000					
RMP011	Chaîne	RMPBO	0.0000000000000					
RAW030	Galets	RAWMA	0.0000000000000					
RAW031	Vis à filets	RAWMA	0.0000000000000					
RAW032	Glissière	RAWMA	0.0000000000000					
RAW033	Contrepoids	RAWMA	0.0000000000000					
RAW034	Poussoirs	RAWMA	0.0000000000000					
RMP012	Moteur	RMPBO	0.0000000000000					
RMP013	Courroie	RMPBO	0.0000000000000					
RMP014	Tendeur	RMPBO	0.0000000000000					
SER011	Temps générique en heures	SERVI	75.0000000000000					
SER012	Temps générique en jours	SERVI	75.0000000000000					
RAW016		RAWMA	0.0000000000000					
RAW017		RAWMA	0.0000000000000					
RAW018		RAWMA	0.0000000000000					
RAW019		RAWMA	0.0000000000000					
RAW020		RAWMA	0.0000000000000					
RMP003		RMPBO	0.0000000000000					
RMP001		RMPBO	0.0000000000000					
RMP002		RMPBO	0.0000000000000					
RAW021		RAWMA	0.0000000000000					
REFBIKE	Référence du produit vélo	FINIV	322.5000000000000	Cycle	Vélos	Tourisme		
SER010	Assemblage sur site	SERVI	640.0000000000000					
SER013	Prestation générique	SERVI	800.0000000000000					
EXP007	Générique non livrable	GNDE	0.0000000000000					
RMP004		RMPBO	0.0000000000000					
RMP005		RMPBO	0.0000000000000					
SFI021	Pupitre de commande	SFINI	0.0000000000000					
SFI022	Bâti	SFINI	0.0000000000000					
SFI023	Bâti mécanique	SFINI	0.0000000000000					
EXP006	Service non livrable	SNDE	0.0000000000000					
RAW025		RAWMA	0.0000000000000					
SER009	Conception	SERVI	75.0000000000000					
DIS031	Ecran standard 26" (16:10)	DISTR	850.0000000000000	Informatique	Ecrans			
DIS032	Ecran Premium 26" (16:10)	DISTR	475.0000000000000	Informatique	Ecrans			
FIN046	Convoyeur	FINIS	0.0000000000000					
FIN921	Chariot rouge - Radio Flyer	FINIV	40.9543000000000	Jouet	Chariot	Premium		
FIN922	Chariot bleu - Radio Flyer	FINIV	41.9466000000000	Jouet	Chariot	Premium		
FIN923	Chariot jaune - Radio Flyer	FINIV	42.9772000000000	Jouet	Chariot	Premium		
FIN931	Chariot rouge - Standard	FINIV	31.9466000000000	Jouet	Chariot	Standard		
FIN932	Chariot bleu - Standard	FINIV	32.9772000000000	Jouet	Chariot	Standard		
FIN933	Chariot jaune - Standard	FINIV	33.9695000000000	Jouet	Chariot	Standard		
RAW926	Etiquette rouge chariot RF	RAWMA	0.9500000000000	Jouet	Package	Etiquette		
RAW927	Etiquette bleue chariot RF	RAWMA	0.9500000000000	Jouet	Package	Etiquette		
RAW928	Etiquette jaune chariot RF	RAWMA	0.9500000000000	Jouet	Package	Etiquette		
EXP005	Transport de matériel	EXPEN	1000.0000000000000	Tous	Tous	Tous		
FIN047	Vélos pour enfants	FINIS	470.5300000000000	Cycle	Vélos	Tourisme		
SER015	Facturation projet	SERND	0.0000000000000	Tous	Tous			
BMS101		BMSOL	0.0000000000000					
EXP008	Interco - Ingénieur niveau 1	EXPEN	1000.0000000000000					
RAW038	Tube acier 5454	RAWMA	0.1000000000000	Cycle				
RAW039	Peinture Zolpan	RAWMA	52.8900000000000	Cycle	Vélos	Tourisme		
SFI026	Pied de tabouret brut	SFINI	0.0000000000000	Ameublement	Tabouret	standard		
SFI027	Pied de tabouret Noir	SFINI	0.0000000000000	Ameublement	Tabouret	standard		
SFI028	Pied de tabouret Jaune	SFINI	0.0000000000000	Ameublement	Tabouret	standard		
SFI029	Pied de tabouret Blanc	SFINI	0.0000000000000	Ameublement	Tabouret	standard		
SFI030	Pied de tabouret Rouge	SFINI	0.0000000000000	Ameublement	Tabouret	standard		
COM019	Vis CH M2--6	COMPO	0.1500000000000	Cycle	Vélos	Tourisme		
FIN049	Tabouret métal blanc	FINIS	45.0000000000000	Ameublement	Tabouret	standard		
FIN050	Tabourets métal noir	FINIS	45.0000000000000	Ameublement	Tabouret	standard		
FIN051	Tabouret métal jaune	FINIS	50.0000000000000	Ameublement	Tabouret	standard		
RAW035		RAWMA	0.0000000000000					
BMS102		BMSOL	0.0000000000000	Cycle	Pièces détachées	Freins		
BMS103	Disc brake - air Brake V2	BTBOR	24.0000000000000	Cycle	Pièces détachées	Freins		
SFI025		SFINV	0.0000000000000					
FIN052	Tabouret métal rouge	FINIS	45.0000000000000	Ameublement	Tabouret	standard		
COM020		COMPO	0.0000000000000					
COM021	Siège en plastique noir 	COMPO	0.0000000000000					
CON006	Pompe Electrique	CONTR	0.0000000000000					
FIN053		FINIS	470.0000000000000	Cycle	Vélos	Tourisme		
BTB002		BTBOR	24.0000000000000	Cycle	Pièces détachées	Freins		
SFI031		SFINV	0.0000000000000					
RMP015		RMPBO	0.0000000000000					
CON001	Sirop de Canne	CONTR	0.0000000000000					
CON002	Sirop de Cane concentré	CONTR	0.0000000000000					
CON003	Polypropene	CONTR	0.0000000000000					
CON004	Douilles Aluminium	CONTR	0.0000000000000					
CON005	Roulement à billes 	CONTR	0.0000000000000					
FIN048		FINIS	17.1500000000000	Agro-alimentaire	Sauce	Jalapeno		
RAW036		RAWMA	0.0000000000000					
RAW037		RAWMA	0.0000000000000					
ASS004	Supermicro	ASSET		Informatique	Ordinateurs	Serveur		
SERV014	Service non livrable	SERND	0.0000000000000					
SER014	Abonnement logiciel	SERND	0.0000000000000	Informatique	Prestation			
DIS018		DISTR	110.0000000000000					
BMS104	Iphone 10	BMSOL	0.0000000000000	Informatique				
SER016	Service	SERVI	0.0000000000000	A définir				
DIS017		DISTR	110.0000000000000					
